,本部変電所,地域共同変電所,大学会館変電所,図書館変電所,体育施設変電所
13893,20.0,20.0,30.0,30.0,50.0
13894,10.0,30.0,30.0,0.0,10.0
13895,10.0,20.0,30.0,10.0,10.0
13896,20.0,20.0,30.0,10.0,0.0
13897,10.0,20.0,20.0,0.0,10.0
13898,10.0,20.0,30.0,10.0,10.0
13899,10.0,20.0,30.0,10.0,0.0
13900,20.0,20.0,30.0,10.0,10.0
13901,10.0,20.0,30.0,10.0,10.0
13902,20.0,20.0,40.0,30.0,10.0
13903,10.0,20.0,40.0,30.0,0.0
13904,30.0,30.0,70.0,50.0,10.0
13905,30.0,30.0,120.0,40.0,20.0
13906,20.0,30.0,150.0,50.0,10.0
13907,20.0,30.0,120.0,50.0,20.0
13908,20.0,30.0,130.0,50.0,20.0
13909,20.0,30.0,110.0,60.0,10.0
13910,30.0,30.0,110.0,50.0,20.0
13911,40.0,30.0,100.0,70.0,30.0
13912,30.0,30.0,90.0,60.0,50.0
13913,30.0,30.0,70.0,70.0,80.0
13914,30.0,20.0,70.0,60.0,80.0
13915,20.0,30.0,60.0,70.0,70.0
13916,20.0,20.0,40.0,60.0,60.0
13917,20.0,30.0,30.0,30.0,30.0
13918,10.0,20.0,30.0,0.0,20.0
13919,10.0,20.0,20.0,10.0,10.0
13920,10.0,20.0,30.0,10.0,10.0
13921,20.0,20.0,30.0,10.0,10.0
13922,10.0,20.0,30.0,0.0,0.0
13923,10.0,10.0,30.0,10.0,10.0
13924,20.0,20.0,30.0,10.0,10.0
13925,10.0,20.0,30.0,0.0,10.0
13926,20.0,20.0,40.0,10.0,10.0
13927,10.0,30.0,40.0,10.0,0.0
13928,30.0,20.0,60.0,20.0,10.0
13929,40.0,30.0,110.0,60.0,10.0
13930,10.0,30.0,130.0,50.0,0.0
13931,20.0,30.0,130.0,60.0,10.0
13932,20.0,30.0,130.0,50.0,20.0
13933,20.0,30.0,120.0,60.0,10.0
13934,40.0,30.0,110.0,60.0,30.0
13935,40.0,30.0,90.0,60.0,40.0
13936,50.0,40.0,80.0,70.0,70.0
13937,40.0,30.0,70.0,60.0,90.0
13938,30.0,20.0,50.0,70.0,90.0
13939,30.0,30.0,50.0,60.0,80.0
13940,10.0,20.0,50.0,50.0,60.0
13941,20.0,20.0,30.0,40.0,30.0
13942,10.0,10.0,30.0,0.0,20.0
13943,10.0,20.0,30.0,10.0,10.0
13944,20.0,20.0,30.0,10.0,10.0
13945,10.0,20.0,30.0,0.0,0.0
13946,10.0,10.0,30.0,10.0,10.0
13947,20.0,20.0,30.0,10.0,10.0
13948,10.0,20.0,30.0,10.0,0.0
13949,20.0,20.0,40.0,10.0,10.0
13950,10.0,20.0,50.0,30.0,10.0
13951,10.0,30.0,40.0,30.0,10.0
13952,30.0,20.0,80.0,50.0,0.0
13953,20.0,30.0,110.0,60.0,20.0
13954,20.0,30.0,130.0,50.0,10.0
13955,10.0,30.0,110.0,50.0,20.0
13956,20.0,30.0,120.0,50.0,30.0
13957,20.0,20.0,100.0,60.0,20.0
13958,20.0,30.0,100.0,50.0,20.0
13959,30.0,30.0,80.0,70.0,40.0
13960,30.0,20.0,70.0,60.0,40.0
13961,30.0,30.0,80.0,70.0,70.0
13962,30.0,20.0,60.0,60.0,70.0
13963,20.0,20.0,60.0,60.0,70.0
13964,10.0,20.0,40.0,60.0,40.0
13965,20.0,10.0,30.0,30.0,30.0
13966,10.0,10.0,40.0,10.0,10.0
13967,10.0,20.0,30.0,0.0,10.0
13968,10.0,10.0,30.0,10.0,10.0
13969,20.0,20.0,30.0,10.0,0.0
13970,10.0,10.0,40.0,10.0,10.0
13971,10.0,20.0,30.0,0.0,10.0
13972,20.0,20.0,30.0,10.0,0.0
13973,10.0,10.0,40.0,10.0,10.0
13974,10.0,20.0,40.0,0.0,10.0
13975,10.0,10.0,40.0,10.0,0.0
13976,0.0,20.0,30.0,20.0,20.0
13977,0.0,10.0,40.0,50.0,30.0
13978,0.0,20.0,40.0,50.0,20.0
13979,0.0,10.0,40.0,40.0,20.0
13980,0.0,20.0,30.0,40.0,20.0
13981,0.0,10.0,40.0,50.0,30.0
13982,10.0,20.0,50.0,40.0,20.0
13983,10.0,10.0,40.0,60.0,40.0
13984,10.0,20.0,60.0,40.0,40.0
13985,10.0,10.0,50.0,20.0,40.0
13986,20.0,20.0,40.0,0.0,40.0
13987,10.0,10.0,40.0,10.0,40.0
13988,10.0,20.0,30.0,10.0,40.0
13989,20.0,10.0,30.0,10.0,20.0
13990,10.0,20.0,40.0,10.0,10.0
13991,10.0,10.0,30.0,0.0,10.0
13992,10.0,20.0,30.0,10.0,0.0
13993,20.0,10.0,30.0,10.0,10.0
13994,10.0,20.0,30.0,10.0,10.0
13995,10.0,10.0,40.0,0.0,0.0
13996,20.0,20.0,30.0,10.0,10.0
13997,10.0,20.0,30.0,10.0,10.0
13998,10.0,10.0,50.0,0.0,10.0
13999,10.0,20.0,30.0,10.0,0.0
14000,0.0,10.0,40.0,20.0,10.0
14001,0.0,20.0,30.0,50.0,20.0
14002,0.0,10.0,30.0,40.0,20.0
14003,0.0,20.0,30.0,50.0,10.0
14004,0.0,10.0,30.0,40.0,20.0
14005,0.0,20.0,20.0,50.0,20.0
14006,0.0,10.0,40.0,40.0,30.0
14007,10.0,20.0,40.0,60.0,30.0
14008,20.0,20.0,40.0,40.0,30.0
14009,10.0,10.0,30.0,20.0,30.0
14010,10.0,20.0,40.0,10.0,40.0
14011,20.0,10.0,40.0,10.0,40.0
14012,10.0,10.0,30.0,0.0,20.0
14013,10.0,20.0,30.0,10.0,20.0
14014,20.0,20.0,30.0,10.0,0.0
14015,10.0,10.0,40.0,10.0,10.0
14016,10.0,20.0,30.0,0.0,10.0
14017,10.0,10.0,30.0,10.0,10.0
14018,20.0,10.0,30.0,10.0,10.0
14019,10.0,20.0,30.0,0.0,0.0
14020,10.0,10.0,30.0,10.0,10.0
14021,20.0,20.0,40.0,10.0,10.0
14022,10.0,20.0,40.0,30.0,10.0
14023,20.0,20.0,50.0,40.0,0.0
14024,40.0,20.0,70.0,50.0,10.0
14025,40.0,20.0,120.0,60.0,20.0
14026,30.0,30.0,140.0,60.0,20.0
14027,40.0,30.0,140.0,70.0,20.0
14028,40.0,30.0,140.0,70.0,30.0
14029,50.0,30.0,120.0,60.0,30.0
14030,40.0,20.0,130.0,70.0,30.0
14031,30.0,30.0,90.0,70.0,50.0
14032,40.0,30.0,80.0,60.0,60.0
14033,40.0,30.0,50.0,70.0,50.0
14034,30.0,20.0,50.0,60.0,70.0
14035,20.0,20.0,40.0,60.0,60.0
14036,20.0,20.0,40.0,60.0,60.0
14037,20.0,20.0,30.0,30.0,40.0
14038,20.0,20.0,30.0,0.0,20.0
14039,10.0,10.0,30.0,10.0,0.0
14040,10.0,20.0,20.0,10.0,10.0
14041,10.0,10.0,30.0,10.0,10.0
14042,20.0,20.0,30.0,0.0,10.0
14043,10.0,10.0,30.0,10.0,0.0
14044,10.0,20.0,30.0,10.0,10.0
14045,20.0,10.0,30.0,0.0,10.0
14046,10.0,20.0,40.0,10.0,10.0
14047,20.0,20.0,40.0,10.0,30.0
14048,40.0,20.0,60.0,30.0,20.0
14049,50.0,30.0,130.0,70.0,20.0
14050,40.0,20.0,150.0,60.0,40.0
14051,50.0,30.0,130.0,60.0,30.0
14052,20.0,30.0,130.0,60.0,20.0
14053,20.0,30.0,110.0,50.0,30.0
14054,30.0,30.0,110.0,70.0,30.0
14055,40.0,30.0,90.0,60.0,50.0
14056,30.0,30.0,80.0,70.0,70.0
14057,40.0,30.0,50.0,60.0,90.0
14058,20.0,20.0,50.0,70.0,100.0
14059,20.0,30.0,50.0,60.0,90.0
14060,20.0,20.0,40.0,50.0,50.0
14061,10.0,20.0,30.0,30.0,40.0
14062,10.0,20.0,30.0,10.0,10.0
14063,20.0,20.0,30.0,10.0,10.0
14064,10.0,30.0,30.0,0.0,10.0
14065,10.0,20.0,30.0,10.0,10.0
14066,20.0,20.0,30.0,10.0,10.0
14067,10.0,20.0,30.0,0.0,0.0
14068,10.0,30.0,30.0,10.0,10.0
14069,20.0,10.0,40.0,10.0,10.0
14070,10.0,20.0,40.0,30.0,10.0
14071,10.0,20.0,40.0,40.0,0.0
14072,30.0,30.0,60.0,40.0,10.0
14073,20.0,30.0,100.0,50.0,10.0
14074,10.0,30.0,140.0,60.0,20.0
14075,20.0,20.0,130.0,50.0,10.0
14076,20.0,30.0,120.0,50.0,10.0
14077,20.0,30.0,110.0,60.0,20.0
14078,30.0,30.0,110.0,50.0,30.0
14079,30.0,30.0,90.0,70.0,40.0
14080,30.0,30.0,80.0,70.0,60.0
14081,40.0,30.0,50.0,60.0,80.0
14082,20.0,20.0,50.0,60.0,70.0
14083,20.0,20.0,40.0,70.0,80.0
14084,20.0,30.0,40.0,50.0,60.0
14085,10.0,20.0,30.0,30.0,30.0
14086,10.0,20.0,20.0,10.0,20.0
14087,20.0,20.0,30.0,10.0,0.0
14088,10.0,30.0,30.0,0.0,10.0
14089,10.0,20.0,20.0,10.0,10.0
14090,20.0,20.0,30.0,10.0,0.0
14091,10.0,20.0,30.0,0.0,10.0
14092,10.0,30.0,30.0,10.0,10.0
14093,20.0,20.0,30.0,10.0,10.0
14094,10.0,20.0,40.0,0.0,0.0
14095,10.0,20.0,40.0,10.0,10.0
14096,40.0,20.0,60.0,40.0,10.0
14097,20.0,30.0,120.0,50.0,0.0
14098,20.0,40.0,130.0,60.0,10.0
14099,20.0,30.0,120.0,50.0,0.0
14100,20.0,30.0,130.0,50.0,10.0
14101,20.0,30.0,120.0,50.0,10.0
14102,30.0,30.0,100.0,60.0,20.0
14103,40.0,30.0,90.0,60.0,30.0
14104,40.0,40.0,80.0,70.0,60.0
14105,40.0,20.0,70.0,70.0,110.0
14106,30.0,30.0,70.0,60.0,90.0
14107,20.0,30.0,60.0,60.0,80.0
14108,20.0,20.0,50.0,60.0,60.0
14109,10.0,30.0,40.0,30.0,40.0
14110,10.0,20.0,30.0,10.0,20.0
14111,10.0,20.0,40.0,0.0,0.0
14112,20.0,20.0,30.0,10.0,10.0
14113,10.0,20.0,40.0,10.0,10.0
14114,10.0,20.0,30.0,10.0,10.0
14115,20.0,20.0,40.0,0.0,10.0
14116,10.0,20.0,40.0,10.0,0.0
14117,10.0,10.0,40.0,10.0,10.0
14118,20.0,20.0,50.0,40.0,10.0
14119,10.0,20.0,50.0,30.0,20.0
14120,40.0,20.0,60.0,50.0,20.0
14121,40.0,30.0,120.0,60.0,20.0
14122,40.0,30.0,140.0,60.0,20.0
14123,40.0,30.0,140.0,70.0,20.0
14124,30.0,30.0,120.0,60.0,30.0
14125,40.0,30.0,120.0,60.0,30.0
14126,40.0,30.0,110.0,70.0,30.0
14127,40.0,30.0,80.0,60.0,40.0
14128,30.0,30.0,60.0,70.0,50.0
14129,40.0,20.0,50.0,60.0,60.0
14130,20.0,20.0,50.0,60.0,60.0
14131,20.0,20.0,50.0,60.0,60.0
14132,20.0,20.0,40.0,60.0,50.0
14133,10.0,20.0,30.0,30.0,40.0
14134,20.0,10.0,30.0,10.0,20.0
14135,10.0,20.0,30.0,10.0,10.0
14136,10.0,20.0,30.0,10.0,10.0
14137,10.0,10.0,30.0,0.0,0.0
14138,20.0,20.0,30.0,10.0,10.0
14139,10.0,10.0,30.0,10.0,10.0
14140,10.0,20.0,20.0,0.0,0.0
14141,10.0,20.0,30.0,10.0,10.0
14142,20.0,10.0,40.0,10.0,10.0
14143,10.0,10.0,40.0,10.0,20.0
14144,10.0,20.0,50.0,20.0,20.0
14145,0.0,10.0,50.0,50.0,30.0
14146,0.0,20.0,40.0,50.0,20.0
14147,0.0,20.0,40.0,40.0,30.0
14148,0.0,10.0,40.0,40.0,30.0
14149,0.0,10.0,50.0,50.0,30.0
14150,10.0,20.0,40.0,50.0,30.0
14151,10.0,10.0,50.0,50.0,40.0
14152,10.0,20.0,40.0,50.0,70.0
14153,10.0,10.0,40.0,10.0,50.0
14154,20.0,20.0,40.0,10.0,40.0
14155,10.0,10.0,30.0,10.0,50.0
14156,10.0,20.0,30.0,10.0,30.0
14157,10.0,10.0,30.0,0.0,10.0
14158,20.0,20.0,30.0,10.0,10.0
14159,10.0,10.0,30.0,10.0,10.0
14160,10.0,10.0,30.0,0.0,10.0
14161,20.0,20.0,20.0,10.0,10.0
14162,10.0,10.0,30.0,10.0,10.0
14163,10.0,20.0,30.0,10.0,0.0
14164,10.0,10.0,30.0,0.0,10.0
14165,20.0,10.0,30.0,10.0,10.0
14166,10.0,20.0,30.0,10.0,10.0
14167,0.0,20.0,30.0,0.0,10.0
14168,10.0,10.0,30.0,20.0,10.0
14169,0.0,20.0,30.0,50.0,30.0
14170,0.0,10.0,20.0,40.0,20.0
14171,0.0,20.0,20.0,40.0,20.0
14172,0.0,10.0,30.0,40.0,20.0
14173,0.0,20.0,20.0,40.0,20.0
14174,0.0,20.0,30.0,50.0,20.0
14175,10.0,20.0,30.0,50.0,30.0
14176,10.0,10.0,40.0,60.0,30.0
14177,10.0,20.0,30.0,10.0,40.0
14178,10.0,20.0,30.0,10.0,50.0
14179,20.0,10.0,30.0,10.0,40.0
14180,10.0,20.0,40.0,10.0,30.0
14181,10.0,20.0,20.0,0.0,10.0
14182,20.0,10.0,30.0,10.0,10.0
14183,10.0,20.0,30.0,10.0,10.0
14184,10.0,20.0,30.0,10.0,10.0
14185,10.0,10.0,20.0,0.0,0.0
14186,20.0,20.0,30.0,10.0,10.0
14187,10.0,20.0,30.0,10.0,10.0
14188,10.0,10.0,20.0,0.0,10.0
14189,20.0,20.0,40.0,10.0,0.0
14190,20.0,20.0,40.0,30.0,10.0
14191,10.0,20.0,30.0,40.0,10.0
14192,50.0,30.0,70.0,40.0,20.0
14193,30.0,30.0,130.0,60.0,10.0
14194,20.0,30.0,150.0,60.0,20.0
14195,30.0,30.0,140.0,60.0,20.0
14196,20.0,30.0,140.0,50.0,20.0
14197,30.0,40.0,120.0,60.0,10.0
14198,40.0,30.0,120.0,60.0,30.0
14199,50.0,30.0,100.0,70.0,30.0
14200,40.0,40.0,80.0,70.0,50.0
14201,30.0,30.0,60.0,60.0,90.0
14202,30.0,20.0,70.0,70.0,90.0
14203,20.0,30.0,60.0,60.0,90.0
14204,20.0,20.0,40.0,60.0,60.0
14205,10.0,20.0,30.0,30.0,30.0
14206,20.0,20.0,30.0,10.0,20.0
14207,10.0,20.0,20.0,10.0,0.0
14208,10.0,20.0,30.0,10.0,10.0
14209,20.0,20.0,30.0,0.0,10.0
14210,10.0,20.0,30.0,10.0,10.0
14211,20.0,20.0,30.0,10.0,0.0
14212,10.0,20.0,20.0,0.0,10.0
14213,20.0,20.0,40.0,10.0,10.0
14214,10.0,30.0,30.0,10.0,0.0
14215,20.0,20.0,40.0,10.0,20.0
14216,50.0,30.0,70.0,30.0,20.0
14217,50.0,40.0,150.0,70.0,20.0
14218,40.0,30.0,160.0,60.0,30.0
14219,30.0,30.0,160.0,60.0,30.0
14220,30.0,30.0,150.0,60.0,30.0
14221,30.0,30.0,130.0,60.0,20.0
14222,30.0,40.0,120.0,60.0,30.0
14223,50.0,30.0,120.0,70.0,40.0
14224,60.0,40.0,100.0,70.0,80.0
14225,50.0,30.0,70.0,60.0,100.0
14226,30.0,30.0,90.0,70.0,90.0
14227,30.0,30.0,60.0,70.0,90.0
14228,20.0,20.0,30.0,50.0,70.0
14229,20.0,20.0,30.0,30.0,30.0
14230,20.0,20.0,30.0,10.0,20.0
14231,10.0,20.0,30.0,10.0,10.0
14232,20.0,20.0,30.0,10.0,0.0
14233,10.0,20.0,20.0,0.0,10.0
14234,20.0,20.0,30.0,10.0,10.0
14235,10.0,20.0,30.0,10.0,10.0
14236,20.0,20.0,30.0,0.0,0.0
14237,10.0,20.0,30.0,20.0,10.0
14238,20.0,20.0,40.0,30.0,10.0
14239,20.0,30.0,40.0,30.0,0.0
14240,30.0,30.0,90.0,40.0,20.0
14241,40.0,30.0,140.0,70.0,20.0
14242,20.0,30.0,150.0,50.0,20.0
14243,20.0,30.0,140.0,60.0,20.0
14244,30.0,30.0,130.0,50.0,10.0
14245,30.0,30.0,120.0,60.0,10.0
14246,40.0,30.0,120.0,60.0,20.0
14247,50.0,30.0,90.0,60.0,40.0
14248,50.0,30.0,80.0,70.0,50.0
14249,40.0,30.0,70.0,70.0,70.0
14250,40.0,30.0,70.0,60.0,80.0
14251,30.0,30.0,60.0,60.0,90.0
14252,20.0,20.0,60.0,60.0,90.0
14253,30.0,20.0,40.0,30.0,40.0
14254,20.0,30.0,40.0,10.0,10.0
14255,10.0,20.0,40.0,10.0,10.0
14256,30.0,20.0,40.0,10.0,10.0
14257,20.0,10.0,30.0,0.0,10.0
14258,10.0,20.0,50.0,10.0,10.0
14259,20.0,20.0,30.0,10.0,10.0
14260,30.0,20.0,50.0,0.0,0.0
14261,20.0,20.0,40.0,10.0,10.0
14262,30.0,20.0,50.0,10.0,10.0
14263,10.0,20.0,50.0,0.0,10.0
14264,50.0,30.0,70.0,40.0,10.0
14265,30.0,30.0,120.0,60.0,10.0
14266,20.0,30.0,150.0,60.0,0.0
14267,20.0,30.0,130.0,50.0,10.0
14268,20.0,40.0,130.0,60.0,10.0
14269,30.0,30.0,110.0,60.0,20.0
14270,40.0,30.0,110.0,50.0,30.0
14271,50.0,30.0,90.0,70.0,30.0
14272,50.0,30.0,70.0,70.0,50.0
14273,40.0,30.0,70.0,70.0,70.0
14274,30.0,30.0,60.0,60.0,80.0
14275,30.0,20.0,50.0,60.0,70.0
14276,20.0,10.0,50.0,60.0,50.0
14277,20.0,20.0,40.0,30.0,30.0
14278,10.0,20.0,40.0,10.0,10.0
14279,20.0,20.0,30.0,0.0,10.0
14280,10.0,20.0,40.0,10.0,0.0
14281,10.0,20.0,30.0,10.0,10.0
14282,20.0,10.0,40.0,0.0,10.0
14283,10.0,20.0,40.0,10.0,10.0
14284,20.0,20.0,40.0,10.0,0.0
14285,10.0,20.0,40.0,10.0,10.0
14286,20.0,20.0,50.0,30.0,10.0
14287,10.0,20.0,50.0,40.0,10.0
14288,30.0,20.0,80.0,40.0,10.0
14289,20.0,30.0,130.0,60.0,20.0
14290,20.0,30.0,150.0,50.0,10.0
14291,20.0,30.0,130.0,60.0,20.0
14292,10.0,30.0,140.0,50.0,20.0
14293,30.0,30.0,120.0,60.0,20.0
14294,30.0,30.0,110.0,60.0,40.0
14295,40.0,30.0,100.0,70.0,30.0
14296,30.0,30.0,100.0,70.0,70.0
14297,40.0,30.0,90.0,70.0,70.0
14298,20.0,20.0,80.0,60.0,80.0
14299,20.0,20.0,70.0,70.0,70.0
14300,20.0,10.0,50.0,60.0,50.0
14301,10.0,20.0,30.0,30.0,20.0
14302,20.0,20.0,30.0,0.0,20.0
14303,10.0,20.0,20.0,10.0,10.0
14304,10.0,10.0,30.0,10.0,10.0
14305,10.0,20.0,30.0,10.0,10.0
14306,20.0,20.0,20.0,0.0,10.0
14307,10.0,20.0,30.0,10.0,10.0
14308,10.0,10.0,30.0,10.0,10.0
14309,20.0,20.0,20.0,0.0,10.0
14310,10.0,20.0,40.0,10.0,10.0
14311,10.0,20.0,30.0,10.0,10.0
14312,0.0,10.0,30.0,20.0,20.0
14313,0.0,20.0,30.0,50.0,30.0
14314,0.0,20.0,50.0,50.0,30.0
14315,0.0,10.0,40.0,40.0,20.0
14316,0.0,20.0,40.0,50.0,30.0
14317,0.0,20.0,40.0,50.0,30.0
14318,0.0,10.0,50.0,50.0,30.0
14319,10.0,20.0,70.0,50.0,40.0
14320,20.0,20.0,60.0,50.0,60.0
14321,10.0,10.0,70.0,10.0,50.0
14322,10.0,20.0,70.0,10.0,40.0
14323,20.0,20.0,50.0,10.0,40.0
14324,10.0,10.0,40.0,10.0,30.0
14325,20.0,20.0,30.0,10.0,20.0
14326,10.0,20.0,20.0,0.0,10.0
14327,10.0,20.0,30.0,10.0,10.0
14328,20.0,10.0,20.0,10.0,10.0
14329,10.0,20.0,30.0,10.0,10.0
14330,10.0,20.0,30.0,0.0,10.0
14331,20.0,20.0,20.0,10.0,10.0
14332,10.0,20.0,30.0,10.0,10.0
14333,10.0,10.0,30.0,0.0,10.0
14334,20.0,20.0,30.0,10.0,10.0
14335,10.0,20.0,30.0,10.0,10.0
14336,10.0,20.0,40.0,20.0,10.0
14337,0.0,10.0,40.0,60.0,20.0
14338,10.0,20.0,50.0,60.0,30.0
14339,10.0,20.0,40.0,60.0,30.0
14340,0.0,20.0,50.0,50.0,20.0
14341,0.0,10.0,30.0,50.0,20.0
14342,0.0,20.0,50.0,50.0,20.0
14343,10.0,20.0,40.0,60.0,20.0
14344,10.0,10.0,50.0,50.0,40.0
14345,20.0,20.0,40.0,10.0,30.0
14346,10.0,20.0,40.0,10.0,30.0
14347,20.0,20.0,30.0,10.0,30.0
14348,10.0,10.0,30.0,10.0,10.0
14349,10.0,20.0,20.0,10.0,20.0
14350,20.0,20.0,30.0,0.0,10.0
14351,10.0,20.0,30.0,10.0,10.0
14352,10.0,10.0,30.0,10.0,10.0
14353,20.0,20.0,20.0,10.0,10.0
14354,10.0,20.0,30.0,0.0,10.0
14355,20.0,20.0,30.0,10.0,20.0
14356,10.0,20.0,20.0,10.0,10.0
14357,20.0,10.0,40.0,10.0,10.0
14358,20.0,30.0,40.0,30.0,10.0
14359,10.0,20.0,30.0,40.0,10.0
14360,50.0,30.0,70.0,50.0,10.0
14361,40.0,30.0,140.0,60.0,20.0
14362,30.0,30.0,180.0,60.0,10.0
14363,40.0,40.0,150.0,60.0,10.0
14364,30.0,30.0,150.0,60.0,0.0
14365,30.0,30.0,130.0,50.0,10.0
14366,40.0,30.0,130.0,70.0,10.0
14367,40.0,30.0,140.0,60.0,30.0
14368,40.0,30.0,120.0,70.0,40.0
14369,40.0,30.0,80.0,70.0,60.0
14370,30.0,30.0,70.0,60.0,70.0
14371,30.0,20.0,40.0,70.0,70.0
14372,20.0,30.0,50.0,60.0,50.0
14373,30.0,20.0,30.0,30.0,40.0
14374,10.0,20.0,30.0,10.0,20.0
14375,20.0,20.0,40.0,0.0,10.0
14376,20.0,30.0,30.0,10.0,10.0
14377,10.0,20.0,30.0,10.0,10.0
14378,20.0,20.0,30.0,10.0,10.0
14379,20.0,20.0,40.0,0.0,0.0
14380,10.0,20.0,30.0,10.0,10.0
14381,20.0,20.0,30.0,10.0,10.0
14382,20.0,20.0,40.0,0.0,10.0
14383,20.0,20.0,50.0,10.0,10.0
14384,40.0,30.0,60.0,40.0,0.0
14385,30.0,30.0,80.0,50.0,10.0
14386,20.0,30.0,80.0,60.0,30.0
14387,20.0,30.0,80.0,50.0,20.0
14388,20.0,30.0,80.0,50.0,20.0
14389,20.0,30.0,80.0,60.0,10.0
14390,30.0,40.0,80.0,50.0,20.0
14391,30.0,30.0,70.0,60.0,20.0
14392,30.0,30.0,70.0,60.0,40.0
14393,40.0,20.0,70.0,10.0,40.0
14394,20.0,30.0,50.0,10.0,50.0
14395,20.0,20.0,40.0,10.0,30.0
14396,20.0,10.0,40.0,10.0,20.0
14397,10.0,20.0,40.0,10.0,10.0
14398,20.0,20.0,30.0,0.0,10.0
14399,10.0,20.0,40.0,10.0,10.0
14400,10.0,20.0,30.0,10.0,10.0
14401,20.0,10.0,30.0,0.0,10.0
14402,10.0,20.0,40.0,10.0,10.0
14403,10.0,20.0,30.0,10.0,0.0
14404,20.0,20.0,40.0,10.0,10.0
14405,10.0,20.0,30.0,0.0,10.0
14406,10.0,20.0,40.0,10.0,10.0
14407,10.0,20.0,50.0,10.0,0.0
14408,10.0,20.0,40.0,0.0,10.0
14409,0.0,30.0,30.0,0.0,0.0
14410,0.0,30.0,40.0,0.0,0.0
14411,0.0,30.0,30.0,0.0,0.0
14412,10.0,30.0,40.0,0.0,10.0
14413,0.0,40.0,30.0,10.0,0.0
14414,10.0,30.0,40.0,0.0,0.0
14415,10.0,30.0,40.0,10.0,0.0
14416,10.0,20.0,40.0,10.0,10.0
14417,10.0,30.0,40.0,0.0,10.0
14418,20.0,30.0,40.0,10.0,10.0
14419,10.0,20.0,30.0,10.0,10.0
14420,10.0,30.0,40.0,10.0,10.0
14421,20.0,20.0,40.0,10.0,10.0
14422,10.0,20.0,30.0,0.0,10.0
14423,10.0,10.0,30.0,10.0,0.0
14424,20.0,20.0,40.0,10.0,10.0
14425,10.0,20.0,30.0,0.0,10.0
14426,10.0,20.0,40.0,10.0,10.0
14427,10.0,20.0,30.0,10.0,10.0
14428,20.0,20.0,30.0,0.0,0.0
14429,10.0,10.0,40.0,10.0,10.0
14430,10.0,20.0,40.0,10.0,10.0
14431,10.0,20.0,40.0,10.0,10.0
14432,10.0,20.0,40.0,0.0,0.0
14433,0.0,30.0,40.0,0.0,10.0
14434,0.0,30.0,30.0,0.0,0.0
14435,0.0,30.0,30.0,0.0,0.0
14436,0.0,30.0,30.0,10.0,0.0
14437,0.0,30.0,30.0,0.0,0.0
14438,0.0,30.0,40.0,0.0,0.0
14439,10.0,30.0,40.0,0.0,10.0
14440,10.0,20.0,40.0,10.0,0.0
14441,20.0,30.0,40.0,0.0,10.0
14442,10.0,30.0,40.0,10.0,10.0
14443,10.0,30.0,40.0,10.0,10.0
14444,20.0,20.0,30.0,10.0,10.0
14445,10.0,20.0,40.0,10.0,10.0
14446,10.0,30.0,40.0,0.0,10.0
14447,20.0,20.0,30.0,10.0,0.0
14448,10.0,30.0,30.0,10.0,10.0
14449,10.0,20.0,40.0,10.0,10.0
14450,20.0,30.0,30.0,0.0,10.0
14451,10.0,20.0,40.0,10.0,10.0
14452,10.0,30.0,30.0,10.0,10.0
14453,20.0,20.0,40.0,0.0,0.0
14454,10.0,30.0,40.0,10.0,10.0
14455,10.0,20.0,40.0,10.0,10.0
14456,0.0,30.0,40.0,0.0,0.0
14457,0.0,30.0,40.0,0.0,0.0
14458,0.0,30.0,30.0,0.0,0.0
14459,0.0,20.0,30.0,10.0,10.0
14460,0.0,30.0,20.0,10.0,10.0
14461,0.0,30.0,30.0,0.0,0.0
14462,0.0,20.0,40.0,0.0,0.0
14463,10.0,20.0,40.0,0.0,0.0
14464,10.0,20.0,40.0,10.0,10.0
14465,20.0,20.0,40.0,10.0,0.0
14466,10.0,20.0,30.0,0.0,10.0
14467,10.0,20.0,40.0,10.0,10.0
14468,20.0,20.0,40.0,10.0,10.0
14469,10.0,20.0,30.0,10.0,10.0
14470,10.0,20.0,40.0,0.0,10.0
14471,10.0,10.0,30.0,10.0,0.0
14472,20.0,20.0,30.0,10.0,10.0
14473,10.0,20.0,40.0,10.0,10.0
14474,10.0,10.0,30.0,0.0,10.0
14475,20.0,20.0,40.0,10.0,0.0
14476,10.0,20.0,30.0,10.0,10.0
14477,10.0,10.0,40.0,0.0,10.0
14478,20.0,20.0,40.0,10.0,10.0
14479,10.0,20.0,40.0,10.0,0.0
14480,0.0,10.0,40.0,0.0,10.0
14481,0.0,20.0,30.0,0.0,0.0
14482,0.0,10.0,30.0,0.0,0.0
14483,0.0,20.0,20.0,10.0,0.0
14484,0.0,20.0,30.0,0.0,10.0
14485,0.0,10.0,20.0,0.0,0.0
14486,10.0,20.0,30.0,10.0,0.0
14487,10.0,10.0,40.0,0.0,0.0
14488,10.0,20.0,40.0,10.0,10.0
14489,20.0,20.0,30.0,10.0,10.0
14490,10.0,10.0,30.0,10.0,10.0
14491,20.0,20.0,40.0,10.0,10.0
14492,10.0,20.0,30.0,10.0,10.0
14493,10.0,10.0,40.0,0.0,10.0
14494,20.0,20.0,30.0,10.0,0.0
14495,10.0,10.0,30.0,10.0,10.0
14496,10.0,20.0,30.0,0.0,10.0
14497,20.0,10.0,40.0,10.0,10.0
14498,10.0,20.0,30.0,10.0,10.0
14499,10.0,20.0,30.0,0.0,0.0
