,0
1000,20220512
1001,20220512
1002,20220512
1003,20220512
1004,20220512
1005,20220512
1006,20220512
1007,20220512
1008,20220513
1009,20220513
1010,20220513
1011,20220513
1012,20220513
1013,20220513
1014,20220513
1015,20220513
1016,20220513
1017,20220513
1018,20220513
1019,20220513
1020,20220513
1021,20220513
1022,20220513
1023,20220513
1024,20220513
1025,20220513
1026,20220513
1027,20220513
1028,20220513
1029,20220513
1030,20220513
1031,20220513
1032,20220514
1033,20220514
1034,20220514
1035,20220514
1036,20220514
1037,20220514
1038,20220514
1039,20220514
1040,20220514
1041,20220514
1042,20220514
1043,20220514
1044,20220514
1045,20220514
1046,20220514
1047,20220514
1048,20220514
1049,20220514
1050,20220514
1051,20220514
1052,20220514
1053,20220514
1054,20220514
1055,20220514
1056,20220515
1057,20220515
1058,20220515
1059,20220515
1060,20220515
1061,20220515
1062,20220515
1063,20220515
1064,20220515
1065,20220515
1066,20220515
1067,20220515
1068,20220515
1069,20220515
1070,20220515
1071,20220515
1072,20220515
1073,20220515
1074,20220515
1075,20220515
1076,20220515
1077,20220515
1078,20220515
1079,20220515
1080,20220516
1081,20220516
1082,20220516
1083,20220516
1084,20220516
1085,20220516
1086,20220516
1087,20220516
1088,20220516
1089,20220516
1090,20220516
1091,20220516
1092,20220516
1093,20220516
1094,20220516
1095,20220516
1096,20220516
1097,20220516
1098,20220516
1099,20220516
1100,20220516
1101,20220516
1102,20220516
1103,20220516
1104,20220517
1105,20220517
1106,20220517
1107,20220517
1108,20220517
1109,20220517
1110,20220517
1111,20220517
1112,20220517
1113,20220517
1114,20220517
1115,20220517
1116,20220517
1117,20220517
1118,20220517
1119,20220517
1120,20220517
1121,20220517
1122,20220517
1123,20220517
1124,20220517
1125,20220517
1126,20220517
1127,20220517
1128,20220518
1129,20220518
1130,20220518
1131,20220518
1132,20220518
1133,20220518
1134,20220518
1135,20220518
1136,20220518
1137,20220518
1138,20220518
1139,20220518
1140,20220518
1141,20220518
1142,20220518
1143,20220518
1144,20220518
1145,20220518
1146,20220518
1147,20220518
1148,20220518
1149,20220518
1150,20220518
1151,20220518
1152,20220519
1153,20220519
1154,20220519
1155,20220519
1156,20220519
1157,20220519
1158,20220519
1159,20220519
1160,20220519
1161,20220519
1162,20220519
1163,20220519
1164,20220519
1165,20220519
1166,20220519
1167,20220519
1168,20220519
1169,20220519
1170,20220519
1171,20220519
1172,20220519
1173,20220519
1174,20220519
1175,20220519
1176,20220520
1177,20220520
1178,20220520
1179,20220520
1180,20220520
1181,20220520
1182,20220520
1183,20220520
1184,20220520
1185,20220520
1186,20220520
1187,20220520
1188,20220520
1189,20220520
1190,20220520
1191,20220520
1192,20220520
1193,20220520
1194,20220520
1195,20220520
1196,20220520
1197,20220520
1198,20220520
1199,20220520
1200,20220521
1201,20220521
1202,20220521
1203,20220521
1204,20220521
1205,20220521
1206,20220521
1207,20220521
1208,20220521
1209,20220521
1210,20220521
1211,20220521
1212,20220521
1213,20220521
1214,20220521
1215,20220521
1216,20220521
1217,20220521
1218,20220521
1219,20220521
1220,20220521
1221,20220521
1222,20220521
1223,20220521
1224,20220522
1225,20220522
1226,20220522
1227,20220522
1228,20220522
1229,20220522
1230,20220522
1231,20220522
1232,20220522
1233,20220522
1234,20220522
1235,20220522
1236,20220522
1237,20220522
1238,20220522
1239,20220522
1240,20220522
1241,20220522
1242,20220522
1243,20220522
1244,20220522
1245,20220522
1246,20220522
1247,20220522
1248,20220523
1249,20220523
1250,20220523
1251,20220523
1252,20220523
1253,20220523
1254,20220523
1255,20220523
1256,20220523
1257,20220523
1258,20220523
1259,20220523
1260,20220523
1261,20220523
1262,20220523
1263,20220523
1264,20220523
1265,20220523
1266,20220523
1267,20220523
1268,20220523
1269,20220523
1270,20220523
1271,20220523
1272,20220524
1273,20220524
1274,20220524
1275,20220524
1276,20220524
1277,20220524
1278,20220524
1279,20220524
1280,20220524
1281,20220524
1282,20220524
1283,20220524
1284,20220524
1285,20220524
1286,20220524
1287,20220524
1288,20220524
1289,20220524
1290,20220524
1291,20220524
1292,20220524
1293,20220524
1294,20220524
1295,20220524
1296,20220525
1297,20220525
1298,20220525
1299,20220525
1300,20220525
1301,20220525
1302,20220525
1303,20220525
1304,20220525
1305,20220525
1306,20220525
1307,20220525
1308,20220525
1309,20220525
1310,20220525
1311,20220525
1312,20220525
1313,20220525
1314,20220525
1315,20220525
1316,20220525
1317,20220525
1318,20220525
1319,20220525
1320,20220526
1321,20220526
1322,20220526
1323,20220526
1324,20220526
1325,20220526
1326,20220526
1327,20220526
1328,20220526
1329,20220526
1330,20220526
1331,20220526
1332,20220526
1333,20220526
1334,20220526
1335,20220526
1336,20220526
1337,20220526
1338,20220526
1339,20220526
1340,20220526
1341,20220526
1342,20220526
1343,20220526
1344,20220527
1345,20220527
1346,20220527
1347,20220527
1348,20220527
1349,20220527
1350,20220527
1351,20220527
1352,20220527
1353,20220527
1354,20220527
1355,20220527
1356,20220527
1357,20220527
1358,20220527
1359,20220527
1360,20220527
1361,20220527
1362,20220527
1363,20220527
1364,20220527
1365,20220527
1366,20220527
1367,20220527
1368,20220528
1369,20220528
1370,20220528
1371,20220528
1372,20220528
1373,20220528
1374,20220528
1375,20220528
1376,20220528
1377,20220528
1378,20220528
1379,20220528
1380,20220528
1381,20220528
1382,20220528
1383,20220528
1384,20220528
1385,20220528
1386,20220528
1387,20220528
1388,20220528
1389,20220528
1390,20220528
1391,20220528
1392,20220529
1393,20220529
1394,20220529
1395,20220529
1396,20220529
1397,20220529
1398,20220529
1399,20220529
1400,20220529
1401,20220529
1402,20220529
1403,20220529
1404,20220529
1405,20220529
1406,20220529
1407,20220529
1408,20220529
1409,20220529
1410,20220529
1411,20220529
1412,20220529
1413,20220529
1414,20220529
1415,20220529
1416,20220530
1417,20220530
1418,20220530
1419,20220530
1420,20220530
1421,20220530
1422,20220530
1423,20220530
1424,20220530
1425,20220530
1426,20220530
1427,20220530
1428,20220530
1429,20220530
1430,20220530
1431,20220530
1432,20220530
1433,20220530
1434,20220530
1435,20220530
1436,20220530
1437,20220530
1438,20220530
1439,20220530
1440,20220531
1441,20220531
1442,20220531
1443,20220531
1444,20220531
1445,20220531
1446,20220531
1447,20220531
1448,20220531
1449,20220531
1450,20220531
1451,20220531
1452,20220531
1453,20220531
1454,20220531
1455,20220531
1456,20220531
1457,20220531
1458,20220531
1459,20220531
1460,20220531
1461,20220531
1462,20220531
1463,20220531
1464,20220601
1465,20220601
1466,20220601
1467,20220601
1468,20220601
1469,20220601
1470,20220601
1471,20220601
1472,20220601
1473,20220601
1474,20220601
1475,20220601
1476,20220601
1477,20220601
1478,20220601
1479,20220601
1480,20220601
1481,20220601
1482,20220601
1483,20220601
1484,20220601
1485,20220601
1486,20220601
1487,20220601
1488,20220602
1489,20220602
1490,20220602
1491,20220602
1492,20220602
1493,20220602
1494,20220602
1495,20220602
1496,20220602
1497,20220602
1498,20220602
1499,20220602
1500,20220602
1501,20220602
1502,20220602
1503,20220602
1504,20220602
1505,20220602
1506,20220602
1507,20220602
1508,20220602
1509,20220602
1510,20220602
1511,20220602
1512,20220603
1513,20220603
1514,20220603
1515,20220603
1516,20220603
1517,20220603
1518,20220603
1519,20220603
1520,20220603
1521,20220603
1522,20220603
1523,20220603
1524,20220603
1525,20220603
1526,20220603
1527,20220603
1528,20220603
1529,20220603
1530,20220603
1531,20220603
1532,20220603
1533,20220603
1534,20220603
1535,20220603
1536,20220604
1537,20220604
1538,20220604
1539,20220604
1540,20220604
1541,20220604
1542,20220604
1543,20220604
1544,20220604
1545,20220604
1546,20220604
1547,20220604
1548,20220604
1549,20220604
1550,20220604
1551,20220604
1552,20220604
1553,20220604
1554,20220604
1555,20220604
1556,20220604
1557,20220604
1558,20220604
1559,20220604
1560,20220605
1561,20220605
1562,20220605
1563,20220605
1564,20220605
1565,20220605
1566,20220605
1567,20220605
1568,20220605
1569,20220605
1570,20220605
1571,20220605
1572,20220605
1573,20220605
1574,20220605
1575,20220605
1576,20220605
1577,20220605
1578,20220605
1579,20220605
1580,20220605
1581,20220605
1582,20220605
1583,20220605
1584,20220606
1585,20220606
1586,20220606
1587,20220606
1588,20220606
1589,20220606
1590,20220606
1591,20220606
1592,20220606
1593,20220606
1594,20220606
1595,20220606
1596,20220606
1597,20220606
1598,20220606
1599,20220606
1600,20220606
1601,20220606
1602,20220606
1603,20220606
1604,20220606
1605,20220606
1606,20220606
1607,20220606
1608,20220607
1609,20220607
1610,20220607
1611,20220607
1612,20220607
1613,20220607
1614,20220607
1615,20220607
1616,20220607
1617,20220607
1618,20220607
1619,20220607
1620,20220607
1621,20220607
1622,20220607
1623,20220607
1624,20220607
1625,20220607
1626,20220607
1627,20220607
1628,20220607
1629,20220607
1630,20220607
1631,20220607
1632,20220608
1633,20220608
1634,20220608
1635,20220608
1636,20220608
1637,20220608
1638,20220608
1639,20220608
1640,20220608
1641,20220608
1642,20220608
1643,20220608
1644,20220608
1645,20220608
1646,20220608
1647,20220608
1648,20220608
1649,20220608
1650,20220608
1651,20220608
1652,20220608
1653,20220608
1654,20220608
1655,20220608
1656,20220609
1657,20220609
1658,20220609
1659,20220609
1660,20220609
1661,20220609
1662,20220609
1663,20220609
1664,20220609
1665,20220609
1666,20220609
1667,20220609
1668,20220609
1669,20220609
1670,20220609
1671,20220609
1672,20220609
1673,20220609
1674,20220609
1675,20220609
1676,20220609
1677,20220609
1678,20220609
1679,20220609
1680,20220610
1681,20220610
1682,20220610
1683,20220610
1684,20220610
1685,20220610
1686,20220610
1687,20220610
1688,20220610
1689,20220610
1690,20220610
1691,20220610
1692,20220610
1693,20220610
1694,20220610
1695,20220610
1696,20220610
1697,20220610
1698,20220610
1699,20220610
1700,20220610
1701,20220610
1702,20220610
1703,20220610
1704,20220611
1705,20220611
1706,20220611
1707,20220611
1708,20220611
1709,20220611
1710,20220611
1711,20220611
1712,20220611
1713,20220611
1714,20220611
1715,20220611
1716,20220611
1717,20220611
1718,20220611
1719,20220611
1720,20220611
1721,20220611
1722,20220611
1723,20220611
1724,20220611
1725,20220611
1726,20220611
1727,20220611
1728,20220612
1729,20220612
1730,20220612
1731,20220612
1732,20220612
1733,20220612
1734,20220612
1735,20220612
1736,20220612
1737,20220612
1738,20220612
1739,20220612
1740,20220612
1741,20220612
1742,20220612
1743,20220612
1744,20220612
1745,20220612
1746,20220612
1747,20220612
1748,20220612
1749,20220612
1750,20220612
1751,20220612
1752,20220613
1753,20220613
1754,20220613
1755,20220613
1756,20220613
1757,20220613
1758,20220613
1759,20220613
1760,20220613
1761,20220613
1762,20220613
1763,20220613
1764,20220613
1765,20220613
1766,20220613
1767,20220613
1768,20220613
1769,20220613
1770,20220613
1771,20220613
1772,20220613
1773,20220613
1774,20220613
1775,20220613
1776,20220614
1777,20220614
1778,20220614
1779,20220614
1780,20220614
1781,20220614
1782,20220614
1783,20220614
1784,20220614
1785,20220614
1786,20220614
1787,20220614
1788,20220614
1789,20220614
1790,20220614
1791,20220614
1792,20220614
1793,20220614
1794,20220614
1795,20220614
1796,20220614
1797,20220614
1798,20220614
1799,20220614
1800,20220615
1801,20220615
1802,20220615
1803,20220615
1804,20220615
1805,20220615
1806,20220615
1807,20220615
1808,20220615
1809,20220615
1810,20220615
1811,20220615
1812,20220615
1813,20220615
1814,20220615
1815,20220615
1816,20220615
1817,20220615
1818,20220615
1819,20220615
1820,20220615
1821,20220615
1822,20220615
1823,20220615
1824,20220616
1825,20220616
1826,20220616
1827,20220616
1828,20220616
1829,20220616
1830,20220616
1831,20220616
1832,20220616
1833,20220616
1834,20220616
1835,20220616
1836,20220616
1837,20220616
1838,20220616
1839,20220616
1840,20220616
1841,20220616
1842,20220616
1843,20220616
1844,20220616
1845,20220616
1846,20220616
1847,20220616
1848,20220617
1849,20220617
1850,20220617
1851,20220617
1852,20220617
1853,20220617
1854,20220617
1855,20220617
1856,20220617
1857,20220617
1858,20220617
1859,20220617
1860,20220617
1861,20220617
1862,20220617
1863,20220617
1864,20220617
1865,20220617
1866,20220617
1867,20220617
1868,20220617
1869,20220617
1870,20220617
1871,20220617
1872,20220618
1873,20220618
1874,20220618
1875,20220618
1876,20220618
1877,20220618
1878,20220618
1879,20220618
1880,20220618
1881,20220618
1882,20220618
1883,20220618
1884,20220618
1885,20220618
1886,20220618
1887,20220618
1888,20220618
1889,20220618
1890,20220618
1891,20220618
1892,20220618
1893,20220618
1894,20220618
1895,20220618
1896,20220619
1897,20220619
1898,20220619
1899,20220619
1900,20220619
1901,20220619
1902,20220619
1903,20220619
1904,20220619
1905,20220619
1906,20220619
1907,20220619
1908,20220619
1909,20220619
1910,20220619
1911,20220619
1912,20220619
1913,20220619
1914,20220619
1915,20220619
1916,20220619
1917,20220619
1918,20220619
1919,20220619
1920,20220620
1921,20220620
1922,20220620
1923,20220620
1924,20220620
1925,20220620
1926,20220620
1927,20220620
1928,20220620
1929,20220620
1930,20220620
1931,20220620
1932,20220620
1933,20220620
1934,20220620
1935,20220620
1936,20220620
1937,20220620
1938,20220620
1939,20220620
1940,20220620
1941,20220620
1942,20220620
1943,20220620
1944,20220623
1945,20220623
1946,20220623
1947,20220623
1948,20220623
1949,20220623
1950,20220623
1951,20220623
1952,20220623
1953,20220623
1954,20220623
1955,20220623
1956,20220623
1957,20220623
1958,20220623
1959,20220623
1960,20220623
1961,20220623
1962,20220623
1963,20220623
1964,20220623
1965,20220623
1966,20220623
1967,20220623
1968,20220624
1969,20220624
1970,20220624
1971,20220624
1972,20220624
1973,20220624
1974,20220624
1975,20220624
1976,20220624
1977,20220624
1978,20220624
1979,20220624
1980,20220624
1981,20220624
1982,20220624
1983,20220624
1984,20220624
1985,20220624
1986,20220624
1987,20220624
1988,20220624
1989,20220624
1990,20220624
1991,20220624
1992,20220625
1993,20220625
1994,20220625
1995,20220625
1996,20220625
1997,20220625
1998,20220625
1999,20220625
2000,20220625
2001,20220625
2002,20220625
2003,20220625
2004,20220625
2005,20220625
2006,20220625
2007,20220625
2008,20220625
2009,20220625
2010,20220625
2011,20220625
2012,20220625
2013,20220625
2014,20220625
2015,20220625
2016,20220626
2017,20220626
2018,20220626
2019,20220626
2020,20220626
2021,20220626
2022,20220626
2023,20220626
2024,20220626
2025,20220626
2026,20220626
2027,20220626
2028,20220626
2029,20220626
2030,20220626
2031,20220626
2032,20220626
2033,20220626
2034,20220626
2035,20220626
2036,20220626
2037,20220626
2038,20220626
2039,20220626
2040,20220627
2041,20220627
2042,20220627
2043,20220627
2044,20220627
2045,20220627
2046,20220627
2047,20220627
2048,20220627
2049,20220627
2050,20220627
2051,20220627
2052,20220627
2053,20220627
2054,20220627
2055,20220627
2056,20220627
2057,20220627
2058,20220627
2059,20220627
2060,20220627
2061,20220627
2062,20220627
2063,20220627
2064,20220628
2065,20220628
2066,20220628
2067,20220628
2068,20220628
2069,20220628
2070,20220628
2071,20220628
2072,20220628
2073,20220628
2074,20220628
2075,20220628
2076,20220628
2077,20220628
2078,20220628
2079,20220628
2080,20220628
2081,20220628
2082,20220628
2083,20220628
2084,20220628
2085,20220628
2086,20220628
2087,20220628
2088,20220629
2089,20220629
2090,20220629
2091,20220629
2092,20220629
2093,20220629
2094,20220629
2095,20220629
2096,20220629
2097,20220629
2098,20220629
2099,20220629
2100,20220629
2101,20220629
2102,20220629
2103,20220629
2104,20220629
2105,20220629
2106,20220629
2107,20220629
2108,20220629
2109,20220629
2110,20220629
2111,20220629
2112,20220630
2113,20220630
2114,20220630
2115,20220630
2116,20220630
2117,20220630
2118,20220630
2119,20220630
2120,20220630
2121,20220630
2122,20220630
2123,20220630
2124,20220630
2125,20220630
2126,20220630
2127,20220630
2128,20220630
2129,20220630
2130,20220630
2131,20220630
2132,20220630
2133,20220630
2134,20220630
2135,20220630
2136,20220701
2137,20220701
2138,20220701
2139,20220701
2140,20220701
2141,20220701
